'ID';'НАЗВАНИЕ';'СТУДИЯ';'ГОД ПРОИЗВОДСТВА';'РЕЖИССЁР';'СЦЕНАРИСТ';'ОПЕРАТОР';'ВОЗРАСТНАЯ КАТЕГОРИЯ';'ЖАНР';'СТРАНА';'КАТЕГОРИЯ';'ЦЕНА';'СЕБЕСТОИМОСТЬ';'СТАТУС'
'2157348';'Дневник памяти /По роману Николаса Спракса/';'Нью Лайн Синема, Гран Виа, Авери Пи, Уорнер Бразерс';'2004';'Ник Кассаветис';'Джереми Ливен';'Робер Фрэсс';'«16+» для детей старше 16 лет';'Художественный';'США';'Кино';'410.0';'342.0';'o'
'2157349';'Дуэль';'Юниверсал Пикчерз';'1971';'Стивен Спилберг';'Ричард Мэтисон';'';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'530.0';'408.0';'e'
'2157350';'Закон.';'Киностудия "Мосфильм"';'1989';'В.Наумов';'Л.Зорин, А.Алов, В.Наумов';'В.Железняков, А.Мурса';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Видео';'330.0';'254.0';'e'
'2157351';'Законный брак';'Киностудия "Мосфильм"';'1985';'А.Мкртчян';'А.Белов';'М.Коропцов';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'390.0';'279.0';'o'
'2157352';'Законы привлекательности';'Дип Ривер, Айриш Дрим Тайм, Инишэл Интертейнмент Групп, ЭмЭйчЭф Цвейт Акэдеми Филм';'2004';'Питер Хоуитт';'Элайн Брош МакКинна, Роьерт Харлинг';'Эдриан Байдл';'«16+» для детей старше 16 лет';'Художественный';'Ирландия|Великобритания|Германия';'Кино';'456.0';'325.0';'o'
'2157353';'Женитьба Бальзаминова';'Киностудия "Мосфильм"';'1964';'К.Воинов';'К.Воинов';'Г.Куприянов';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'819.0';'630.0';'o'
'2157354';'Живые и мертвые';'Киностудия "Мосфильм"';'1963';'А.Столпер';'А.Столпер';'Н.Олоновский';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'396.0';'283.0';'o'
'2157355';'Звездный путь: Восстание /На основе одноименного сериала Джина Родденберри/';'Парамаунт Пикчерз';'1998';'Джонатан Фрэйкс';'Майкл Пиллер';'';'Для любой зрительской аудитории';'Художественный';'США';'Видео';'690.0';'493.0';'o'
'2157356';'Знакомьтесь, Джо Блэк';'Юниверсал Пикчерз, Сити Лайт Филмз';'1998';'Мартин Брест';'Бо Голдман, Рон Осборн, Джефф Рино, Кевин Уэйд';'Эммануил Любецки';'«16+» для детей старше 16 лет';'Художественный';'США';'Кино';'550.0';'393.0';'o'
'2157357';'Жди меня';'Киностудия "Мосфильм"';'1943,1987';'А.Столпер, Б.Иванов';'К.Симонов';'С.Рубашкин';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'340.0';'262.0';'o'
'2157358';'Знаменитость.';'Магнолия Продакшнз, Свитлэнд Филмз';'1998';'Вуди Аллен';'Вуди Аллен';'Свен Нюквист';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'660.0';'550.0';'o'
'2157359';'Знаменитые братья Бейкер';'Глэдден Интертейнмент, Мираж, Тобис';'1989';'Стивен Клоувс';'Стивен Клоувс';'';'«12+» для детей старше 12 лет';'Художественный';'США';'Видео';'444.0';'317.0';'o'
'2157360';'Дом гнева';'Эмперор Мультимедиа Групп, ДжиСиИ Интертейнмент Лтд.';'2005';'Стивен Фунг';'Стивен Фунг, Уйи Фай Ло';'';'Детям до 12 лет просмотр фильма разрешен в сопровождении родителей';'Художественный';'Гонконг';'Видео';'594.0';'457.0';'o'
'2157361';'Жестокий романс';'Киностудия "Мосфильм"';'1984';'Э.Рязанов';'Э.Рязанов';'В.Алисов';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'310.0';'221.0';'e'
'2157362';'Жестокий ручей';'Уайтуотерс Филмз';'2004';'Джейкоб Аарон Эстес';'Джейкоб Аарон Эстес';'Шэрон Мейр';'Зрителям, достигшим 14 лет';'Художественный';'США';'Видео';'690.0';'531.0';'o'
'2157363';'Жестокость';'Киностудия "Мосфильм"';'1959';'В.Скуйбин';'П.Нилин';'Т.Лебешев';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'588.0';'490.0';'e'
'2157364';'Еще раз про любовь';'Киностудия "Мосфильм"';'1968';'Г.Натансон';'Э.Радзинский';'В.Николаев';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'828.0';'690.0';'o'
'2157365';'Дом из песка и тумана (по книге Андре Дюбуи III)';'Кобальт Пикчерз';'2003';'Вадим Перельман';'Вадим Перельман, Шон Лоренс Отто';'Роджер Дикинс';'«16+» для детей старше 16 лет';'Художественный';'США';'Кино';'390.0';'300.0';'o'
'2157366';'Дорогая Елена Сергеевна';'Киностудия "Мосфильм"';'1988';'Э.Рязанов';'Л.Разумовская при участии Э.Рязанова';'В.Алисов';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'620.0';'477.0';'o'
'2157367';'Друг мой, Колька!..';'Киностудия "Мосфильм"';'1961';'А.Салтыков, А.Митта';'А.Хмелик, С.Ермолинский';'В.Масленников';'«0+» для любой зрительской аудитории';'Художественный';'СССР';'Кино';'600.0';'462.0';'o'
'2157368';'Друг невесты';'Коламбиа Пикчерз, Ориджинал Филм';'2008';'Пол Уиланд';'Дебора Каплан, Адам штикел';'Тони Пирс-Робертс';'«16+» для детей старше 16 лет';'Художественный';'США|Великобритания';'Кино';'1072.5';'825.0';'o'
'2157369';'Железная маска._';'Сера Фильм, Фильм Марль, Фуча Продуксьон, Гомон';'1962';'Анри Декуэн';'Сесиль Сен Лоран, Жеральд Деври';'Пьер Пети';'Для любой зрительской аудитории';'Художественный';'Франция|Италия';'Видео';'410.0';'293.0';'o'
'2157370';'Женские слезы';'ООО "Фильм Ю Эй"';'2006';'Г.Кувивчак-Сахно';'Е.Шевченко, Ю.Чернявская';'А.Сахно';'«12+» для детей старше 12 лет';'Художественный';'Украина';'Видео';'390.0';'325.0';'o'
'2157371';'Если свекровь - монстр';'Эвери Продакшнз, Нью Лайн Синема, Вэндер-Спинк, Спринг Крик Продакшнз, Уорнер Бразерс';'2005';'Роберт Лукетич';'Аня Кочофф';'Рассел Карпентер';'«16+» для детей старше 16 лет';'Художественный';'США';'Кино';'590.0';'421.0';'o'
'2157372';'Жемчужная девушка';'Чешское телевидение,Студия "Три брата" агентской фирмы "К + К арт"';'1997';'Владимир Дрга';'Павел Шрут';'Владимир Голомек';'Для любой зрительской аудитории';'Художественный';'Чехия';'Кино';'420.0';'300.0';'o'
'2157373';'Егор Булычев и другие';'Киностудия "Мосфильм"';'1971';'С.Соловьев';'С.Соловьев';'Л.Калашников, В.Одинцов';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'320.0';'229.0';'o'
'2157374';'Дом у озера';'Уорнер Бразерс, Вертиго Интертейнмент, Виллидж Роадшоу Пикчерз';'2006';'Алехандро Агрести';'Дэйвид Оберн';'Алар Кивило';'«16+» для детей старше 16 лет';'Художественный';'США|Австралия';'Кино';'340.0';'262.0';'o'
'2157375';'Женщина дня';'"Казахфильм"';'1989';'А.Баранов, Б. Килибаев';'А. Павлов, А. Баранов, Б. Килибаев, А.Павлов';'Г.Гидт';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Видео';'600.0';'462.0';'o'
'2157376';'Живи свободно или умри';'Фул Контент Продакшн';'2006';'Грег Кейвет, Энди Робин';'Грег Кейвет, Энди Робин';'';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'418.0';'298.0';'o'
'2157377';'Другой мир';'Скрим Джемз, Лейкшор Интертейнмент, Кэпитэл Филм Коммьюникейшнз';'2003';'Лен Уайзман';'Дэнни МакБрайд';'Тони Пирс-Робертс';'Зрителям, достигшим 18 лет';'Художественный';'США';'Видео';'560.0';'467.0';'e'
'2157378';'Другой мир 2: Эволюция';'Скрин Джемз, Лейкшор Интертейнмент';'2006';'Лен Уайзман';'Дэнни Макбрайд';'Саймон Дагген';'Зрителям, достигшим 18 лет';'Художественный';'США';'Видео';'640.0';'457.0';'o'
'2157379';'Дружок веселого бесенка';'К/с "Семафор"';'1986';'Е.Лукашевич';'Е.Лукашевич';'';'Для любой зрительской аудитории';'Художественный';'Польша';'Видео';'320.0';'267.0';'e'
'2157380';'Достучаться до небес';'Тачстоун Пикчерз, Мистер Браун Интертейнмент';'1997';'Томас Ян';'Томас Ян';'';'«16+» для детей старше 16 лет';'Художественный';'Германия';'Видео';'363.0';'260.0';'e'
'2157381';'Душечка';'Киностудия "Мосфильм"';'1966';'С.Колосов';'С.Колосов';'В.Яковлев';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'624.0';'520.0';'o'
'2157382';'Журавушка';'Киностудия "Мосфильм"';'1968';'Н.Москаленко';'Д.Василиу';'Н.Олоновский';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'704.0';'541.0';'e'
'2157383';'За спичками';'Киностудия "Мосфильм", "СУОМИ-ФИЛЬМ"';'1980';'Л.Гайдай, Р.Орко';'В.Бахнов, Т.Вилппонен, Л.Гайдай, Р.Орко';'С.Полуянов';'«12+» для детей старше 12 лет';'Художественный';'СССР|Финляндия';'Кино';'468.0';'335.0';'e'
'2157384';'Земля Санникова';'Киностудия "Мосфильм"';'1973';'А.Мкртчян, Л.Попов';'М.Захаров, В.Федосеев';'М.Коропцов';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'682.0';'525.0';'e'
'2157385';'Зигзаг удачи';'Киностудия "Мосфильм"';'1968';'Э.Рязанов';'А.Брагинский, Э.Рязанов';'В.Нахабцев';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'300.0';'214.0';'o'
'2157386';'Запах женщины';'Юниверсал Пикчерз';'1992';'Мартин Брест';'Бо Голдмэн';'';'«18+» запрещено для детей';'Художественный';'США';'Видео';'410.0';'293.0';'e'
'2157387';'Записки Пиквикского клуба /По роману Ч.Диккенса/';'Би-Би-Си';'1985';'Брайан Лайтхилл';'Джек Дейвис';'';'Детям до 12 лет просмотр фильма разрешен в сопровождении родителей';'Художественный';'Великобритания';'Видео';'320.0';'246.0';'o'
'2157388';'Жюль и Джим /По роману Анри-Пьера Роше/';'Ле Фильм дю Карросс, Седиф С.А.';'1962';'Франсуа Трюффо';'Жан Грюо, Франсуа Трюффо, Марсель Мусси';'Рауль Кутар';'Зрителям, достигшим 16 лет';'Художественный';'Франция';'Видео';'627.0';'522.0';'o'
'2157389';'Зимняя сказка.';'Уолт Дисней Пикчерз';'2004';'Клод Жероними, Энди Найт, Дэвид Хэнд, Бэрри Эрендс';'';'';'«0+» для любой зрительской аудитории';'Анимационный';'США';'Видео';'468.0';'334.0';'o'
'2157390';'Забавные игры.';'Целлулойд Дримз, Целлулойд Найтмерс, Дримчайн, Хэлкон Пикчерз, Кинематограф, Тартэн Филмз, Х-Филм';'2007';'Михаэль Ханеке';'Михаэль Ханеке';'Дариус Хонджи';'«18+» запрещено для детей';'Художественный';'США|Франция|Великобритания|Австрия';'Кино';'374.0';'288.0';'o'
'2157391';'Зина-Зинуля';'Киностудия "Мосфильм"';'1986';'П.Чухрай';'А.Гельман';'Н.Немоляев';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'390.0';'325.0';'e'
'2157392';'Знахарь';'Голливуд Пикчерз, Синержи ПИкчерз Интертейнмент';'1992';'Джон МакТирнан';'Сэлли Робинсон, Том Шульман';'Дональд МакАльпин';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'550.0';'458.0';'o'
'2157393';'Запомните меня такой';'Киностудия "Мосфильм"';'1987';'П.Чухрай';'М.Зверева';'В.Бондарев';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'620.0';'477.0';'o'
'2157394';'Жили-были старик со старухой';'Киностудия "Мосфильм"';'1964';'Г.Чухрай';'Ю.Дунской, В.Фрид';'С.Полуянов';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'539.0';'385.0';'o'
'2157395';'Звонят, откройте дверь';'Киностудия "Мосфильм"';'1965';'А.Митта';'А.Володин';'А.Панасюк';'«0+» для любой зрительской аудитории';'Художественный';'СССР';'Кино';'520.0';'400.0';'o'
'2157396';'Здесь курят /По книге Кристофера Бакли/';'Рум 9 Интертейнмент, Тэ И Эф Эс Продакшнз, Контент Филм, Фокс Серчлайт Пикчерз, ХХ век Фокс';'2005';'Джейсон Рейтман';'Джейсон Рейтман';'Джим Уиттакер';'«18+» запрещено для детей';'Художественный';'США';'Кино';'510.0';'364.0';'o'
'2157397';'Загадка Эндхауза';'Киностудия "Мосфильм"';'1989';'В.Дербенев';'В.Дербенев';'Л.Калашников';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'510.0';'364.0';'o'
'2157398';'Зак и Мири снимают порно';'Блю Аскью, Вью Аскью Продакшнз, Ванштейн Компани';'2008';'Кевин Смит';'Кевин Смит';'Дэвид Кляйн';'«18+» запрещено для детей';'Художественный';'США';'Кино';'660.0';'471.0';'e'
'2157399';'Заказанный убийца';'Хитменс Ран Продакшнс';'1999';'Марк Лестер';'Эрик Баркер, Джош Олсон';'Золтан Давид';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'580.0';'483.0';'e'
'2157400';'За гранью';'Парамаунт Пикчерз, Камелот Пикчерз';'2003';'Мартин Кэмпбелл';'Каспиан Тредвэлл-Оуэн';'';'Детям до 12 лет просмотр фильма разрешен в сопровождении родителей';'Художественный';'США';'Видео';'804.0';'575.0';'o'
'2157401';'Замок с привидениями 3D';'Мовида, Трикс, Эн Вейв Пикчерз';'2001';'Бен Стэйссен';'Курт Фрей, Бен Стэйссен';'Коммер Кляйн';'«12+» для детей старше 12 лет';'Анимационный';'США|Бельгия';'Кино';'767.0';'590.0';'o'
'2157402';'Забытая мелодия для флейты';'Киностудия "Мосфильм"';'1987';'Э.Рязанов';'Э.Брагинский, Э.Рязанов';'В.Алисов';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'539.0';'385.0';'e'
'2157403';'Забытое';'Революшн Студиос, Вижуал Артс Энтертейнмент';'2004';'Джозеф Рубен';'Геральд Ди Пего';'Анастас Н.Мичос';'«16+» для детей старше 16 лет';'Художественный';'США';'Кино';'572.0';'439.0';'o'
'2157404';'Земляничная поляна';'Свенск Филминдастри';'1957';'Ингмар Бергман';'Ингмар Бергман';'Гуннар Фишер';'«16+» для детей старше 16 лет';'Художественный';'Швеция';'Видео';'780.0';'600.0';'o'
'2157405';'Земляничная поляна';'Свенск Филминдастри';'1957';'Ингмар Бергман';'Ингмар Бергман';'Гуннар Фишер';'«16+» для детей старше 16 лет';'Художественный';'Швеция';'Видео';'580.0';'414.0';'o'
'2157406';'Заколдованная Элла /По книге Г.Г.Ливайн/';'Мирамакс, Блессингтон Фильм Продакшнз, Джейн Старц Продакшнз, Моментум Филмз';'2004';'Томми О''Хэйвер';'Майкл Дж.Вольф, Лари Крейг, Карен МакКаллах Лутц, Кирстен Смит, Дженнифер Хэйв';'Джон Де Борман';'«12+» для детей старше 12 лет';'Художественный';'США|Ирландия|Великобритания';'Кино';'660.0';'550.0';'o'
'2157407';'Звезда сцены';'Уолт Дисней Пикчерз';'2004';'Сара Шугарман';'Гейл Пэрэнт';'Стивен Бурум';'«12+» для детей старше 12 лет';'Художественный';'США';'Видео';'440.0';'367.0';'e'
'2157408';'Замороженный калифорниец';'Голливуд Пикчерз, Буена Виста Интернэшнл';'1992';'Лес Мэйфилд';'Шон Чеппс';'Роберт Бринкман';'«12+» для детей старше 12 лет';'Художественный';'США';'Видео';'407.0';'339.0';'o'
'2157409';'Змеелов';'Киностудия "Мосфильм"';'1985';'В.Дербенев';'Л.Карелин';'М.Агранович';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'430.0';'331.0';'o'
'2157410';'Жуковский';'Киностудия "Мосфильм"';'1950';'В.Пудовкин, Д.Васильев';'А.Гранберг';'Т.Лобова, А.Головня';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'670.0';'479.0';'o'
'2157411';'Загадочное похищение';'Мафильм';'1974';'М.Маркош';'М.Маркош';'';'Для любой зрительской аудитории';'Художественный';'Венгрия';'Видео';'468.0';'390.0';'o'
'2157412';'Загнанный';'Парамаунт Пикчерз, Лэйкшор Интертейнмент, Альфавил';'2002';'Уильям Фридкин';'Дэвид Гриффитс, Питер Гриффитс';'Калеб Дешанель';'Зрителям, достигшим 16 лет';'Художественный';'США';'Кино';'600.0';'429.0';'o'
'2157413';'Заговор против короны';'Би Би Си, Пауэр Корпорейшн';'2004';'Гиллис Маккиннон';'Джимми МакГоверн';'';'«12+» для детей старше 12 лет';'Художественный';'Великобритания';'Видео';'490.0';'408.0';'o'
'2157414';'Золушка 2:  Мечты сбываются';'Уолт Дисней Пикчерз';'2002';'Джон Кафка';'';'';'«0+» для любой зрительской аудитории';'Анимационный';'США';'Видео';'350.0';'250.0';'e'
'2157415';'Золушка._';'Уолт Дисней Пикчерз';'1950';'Гамильтон Ласки, Клайд Джероними, Уилфред Джексон';'Кен Андерсен, Гомер Брайтмен';'';'«0+» для любой зрительской аудитории';'Анимационный';'США';'Видео';'528.0';'377.0';'o'
'2157416';'Инкогнито из Петербурга';'Киностудия "Мосфильм"';'1977';'Л.Гайдай';'В.Бахнов, Л.Гайдай';'С.Полуянов';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'374.0';'311.0';'o'
'2157417';'Золотоискатели';'К/с "Бухарест"';'1986';'А.Кройтору';'С.Никалаеску';'';'Для любой зрительской аудитории';'Художественный';'Румыния';'Видео';'676.0';'563.0';'o'
'2157418';'ИГРА';'Юниверсал Пикчерз, Полиграм Филмд Интертейнмент';'1997';'Дэвид Финчер';'Джон Бранко,Майкл Феррис';'Харрис Савидз';'«18+» запрещено для детей';'Художественный';'Великобритания|США';'Кино';'363.0';'279.0';'e'
'2157419';'Испытательный срок';'Киностудия "Мосфильм"';'1960';'В.Герасимов';'И.Болгарин';'Г.Пышкова';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'636.0';'490.0';'o'
'2157420';'Игры в солдатики';'ООО "ФИЛЬМ Ю ЭЙ"';'2007';'В.Яковенко';'Г.Сиротюк, И.Шуров';'А.Химич';'«12+» для детей старше 12 лет';'Художественный';'Украина';'Видео';'408.0';'340.0';'o'
'2157421';'Игры дьявола';'Линсефилм, Майкл Серензи Продакшнз, Юнити Продакшнз';'2007';'Сидни Люмет';'Келли Мастерсон';'Рон Фортунато';'«18+» запрещено для детей';'Художественный';'США';'Кино';'636.0';'490.0';'o'
'2157422';'Игры патриотов /По одноименному роману Тома Кленси/';'Парамаунт Пикчерз';'1992';'Филлип Нойс';'У.Петер Айлифф';'';'Зрителям, достигшим 16 лет';'Художественный';'США';'Видео';'600.0';'429.0';'o'
'2157423';'Иван Васильевич меняет профессию';'Киностудия "Мосфильм"';'1973';'Л.Гайдай';'В.Бахнов, Л.Гайдай';'С.Полуянов, В.Абрамов';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'500.0';'357.0';'o'
'2157424';'Инспектор Гаджет';'Уолт Дисней Пикчерз';'1999';'Дэвид Келлог';'Зак Пенн, Керри Эрин';'Адам Гринберг';'«0+» для любой зрительской аудитории';'Художественный';'США';'Видео';'520.0';'433.0';'o'
'2157425';'Инспектор Гаджет 2';'Уолт Дисней Пикчерз';'2002';'Алекс Замм';'Рон Андерсон, Уильям Робертсон';'';'«0+» для любой зрительской аудитории';'Художественный';'США';'Видео';'528.0';'440.0';'o'
'2157426';'Иллюзия игры';'Пайп Дримс Интертейнмент ЛЛС';'2005';'Майкл Кинни';'Майкл Кинни';'';'«18+» запрещено для детей';'Художественный';'США';'Видео';'340.0';'243.0';'o'
'2157427';'Искушение. Темпеста: Порочная страсть';'Касандер (Темпеста) Продакшнз, Эй Би Си Продакшн, Делюкс Продакшнз, Мисами Филм, Касандер Филм Компани, Ункоммон Продакшнз, Верадиа Филм, Бейонд Филмз';'2004';'Тим Дисней';'Филипп Браунинг, Хуан Мануэль де Прада, Билл Хэйни';'Рейнер Ван Брюммелен';'«18+» запрещено для детей';'Художественный';'Люксембург|Нидерланды|Испания|Великобритания|США|Италия';'Кино';'650.0';'464.0';'e'
'2157428';'Золотой ключик';'Киностудия "Мосфильм"';'1939,1959';'А.Птушко';'А.Толстой, Л.Толстая, Н.Лещенко';'Н.Ренков';'«0+» для любой зрительской аудитории';'Художественный';'СССР';'Кино';'680.0';'486.0';'o'
'2157429';'Золотой компас /По мотивам книги Филипа Пуллмана/';'Уорнер Бразерс, Нью Лайн Синема, Сколастик Продакшнз, Инджениус Филм Партнерс';'2007';'Крис Уэйтс';'Крис Уэйтс';'Генри Брэм';'«12+» для детей старше 12 лет';'Художественный';'США';'Кино';'660.0';'471.0';'e'
'2157430';'И грянул гром /По рассказу Рэя Брэдберри/';'Франчайз Пикчерз, Сценарио Лэйн, Джерико, Крусейдер Интертейнмент, Аполломедиа, Кью Ай Кволити Интернэшнл, Эм Эф Эф, Филм Групп Три, Коко Филмз, Форж, Данте Интертейнмент, Этик, Болдуин Интертейнмент';'2005';'Питер Хаймс';'Томас Дин Доннелли, Джошуа Оппенгеймер, Грегори Пуатье';'Питер Хаймс';'«16+» для детей старше 16 лет';'Художественный';'США|Германия';'Кино';'630.0';'485.0';'o'
'2157431';'Индиана Джонс и последний крестовый поход';'Парамаунт Пикчерз';'1989';'Стивен Спилберг';'Джеффри Боэм';'Дуглас Слокомб';'Для любой зрительской аудитории';'Художественный';'США';'Видео';'590.0';'492.0';'e'
'2157432';'Золотой ребенок';'Парамаунт Пикчерз';'1986';'Майкл Ритчи';'Майкл Ритчи';'';'Зрителям, достигшим 14 лет';'Художественный';'США';'Видео';'408.0';'292.0';'o'
'2157433';'Индиана Джонс и храм судьбы';'Парамаунт Пикчерз';'1984';'Стивен Спилберг';'Уиллард Хьюик, Глория Кац';'Дуглас Слокомб';'Для любой зрительской аудитории';'Художественный';'США';'Видео';'490.0';'377.0';'e'
'2157434';'Индиана Джонс: В поисках утраченного ковчега';'Парамаунт Пикчерз';'1981';'Стивен Спилберг';'Лоуренс Каздан';'Дуглас Слокомб';'Для любой зрительской аудитории';'Художественный';'США';'Видео';'390.0';'279.0';'o'
'2157435';'Искатели приключений /По одноименному роману Жозе Джованни/';'Сосьете Нувель де Синематографи, Компанья Дженерале Финанциарьа Чинематографика';'1967';'Робер Энрико';'Робер Энрико,Жозе Джиованни, Пьер Пелегри';'';'«16+» для детей старше 16 лет';'Художественный';'Франция|Италия';'Видео';'470.0';'336.0';'o'
'2157436';'Итальянская работа';'Парамаунт Пикчерз, Оакхерст Продакшнз';'1969';'Питер Коллинсон';'Трой Кеннеди Мартин';'';'Детям до 12 лет просмотр фильма разрешен в сопровождении родителей';'Художественный';'Великобритания';'Видео';'540.0';'415.0';'o'
'2157437';'Игра с огнем.';'Мираж Энтерпрайзис, Мунлайтинг Филмз Саус Африка, Уоркинг Тайтл, Студия Канал';'2006';'Филипп Нойс';'Шон Слово';'Рон Фортунато, Гарри Филлипс';'«16+» для детей старше 16 лет';'Художественный';'США|Великобритания|Франция|ЮАР';'Видео';'611.0';'471.0';'o'
'2157438';'Игра смерти';'Коламбия Пикчерз, Конкорд Продакшнз, Голден Харвест Компани';'1974';'Роберт Клауз, Брюс Ли';'Роберт Клауз, Брюс Ли';'Годфри Годар';'«16+» для детей старше 16 лет';'Художественный';'Гонконг|США';'Видео';'490.0';'408.0';'o'
'2157439';'И жизнь, и слезы, и любовь';'Киностудия "Мосфильм"';'1984';'Н.Губенко';'Н.Губенко';'Л.Калашников';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'620.0';'477.0';'o'
'2157440';'Золотые рога';'Киностудия им.М.Горького';'1972';'А.Роу';'Л.Потемкин, А.Роу';'Ю.Дьяконов, В.Окунев';'Для любой зрительской аудитории';'Художественный';'СССР';'Видео';'520.0';'433.0';'o'
'2157441';'Идеальный друг';'Студио Канал';'2006';'Франсис Жиро';'Франсис Жиро, Филипп Когранд, Мартин Сутер';'';'«16+» для детей старше 16 лет';'Художественный';'Франция';'Видео';'450.0';'375.0';'e'
'2157442';'Идентификация Борна /По одноименной книге Роберта Ладлэма/';'Юниверсал Пикчерз, Хипнотик, Стилкинг, Кенди/Маршалл Компани';'2002';'Даг Лайман';'Тони Гилрой';'Оливер Вуд';'«16+» для детей старше 16 лет';'Художественный';'США';'Кино';'430.0';'331.0';'o'
'2157443';'Интердевочка';'Киностудия "Мосфильм", "ФИЛМСТАЛЛЕТ АБ"';'1989';'П.Тодоровский';'В.Кунин';'В.Шувалов';'«16+» для детей старше 16 лет';'Художественный';'СССР|Швеция';'Кино';'470.0';'362.0';'o'
'2157444';'Искупление /По произведению Яна МакЭвана/';'Юниверсал Пикчерз, Уоркинг Тайтл Филмз, Рилейтивити Медиа, Студио Канал';'2007';'Джо Райт';'Кристофер Хэмптон';'Симус МакГарви';'«18+» запрещено для детей';'Художественный';'Великобритания|Франция|США';'Кино';'420.0';'350.0';'e'
'2157445';'Ко мне, Мухтар!';'Киностудия "Мосфильм"';'1964';'С.Туманов';'И.Меттер';'А.Харитонов';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'540.0';'450.0';'e'
'2157446';'Катала';'Киностудия "Мосфильм"';'1989';'С.Бодров, А.Буравский';'В.Баракин, С.Бодров';'С.Тараскин';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'482.99999999999994';'371.45';'o'
'2157447';'Каникулы Гуфи';'Уолт Дисней Пикчерз';'1995';'Кевин Лима';'Джим Магон';'';'«0+» для любой зрительской аудитории';'Анимационный';'США';'Видео';'610.0';'436.0';'o'
'2157448';'Каникулы Санта Клауса';'Хёрст Интертейнмент, Гленигл Продакшнз';'2000';'Уильям Дир';'Дебра Фрэнк';'';'«6+» для детей старше шести лет';'Художественный';'США';'Видео';'310.0';'258.0';'e'
'2157449';'Как ограбить банк';'Рик Лэшбрук Филмз, Уильямсбург Медиа Калт';'2007';'Эндрюс Дженкинс';'Эндрюс Дженкинс';'Джо Миде';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'539.0';'385.0';'o'
'2157450';'Клетка для канареек';'Киностудия "Мосфильм"';'1983';'П.Чухрай';'А.Сергеев, П.Чухрай';'М.Биц';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'878.4';'675.6';'o'
'2157451';'Кинозвезда в погонах';'Бендер Спринк, Миллениум Филм, Гербер Пикчерз, Фемили Рум Интертейнмент, Нью Имидж Филмз';'2008';'Стив Майнер';'Эйприл Блэр, Келли Бове';'Патрик Кэди';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'390.0';'325.0';'o'
'2157452';'Как поссорились Иван Иванович с Иваном Никифоровичем';'Одесская киностудия';'1959';'В.Карасев';'А.Полторацкий';'М.Козубенко';'«0+» для любой зрительской аудитории';'Художественный';'СССР';'Видео';'792.0';'610.0';'o'
'2157453';'Карты, деньги, два ствола';'Хэнд Мэйд Филмз Лтд, Эс Кей Эй Филмз, Полиграм Филмд Интертейнмент';'1998';'Гай Ричи';'Гай Ричи';'';'«18+» запрещено для детей';'Художественный';'Великобритания';'Кино';'550.0';'458.0';'o'
'2157454';'Кавказская пленница, или Новые приключения Шурика';'Киностудия "Мосфильм"';'1966';'Л.Гайдай';'Я.Костюковский, М.Слободский, Л.Гайдай';'К.Бровин';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'495.0';'381.0';'o'
