'ID';'НАЗВАНИЕ';'СТУДИЯ';'ГОД ПРОИЗВОДСТВА';'РЕЖИССЁР';'СЦЕНАРИСТ';'ОПЕРАТОР';'ВОЗРАСТНАЯ КАТЕГОРИЯ';'ЖАНР';'СТРАНА';'КАТЕГОРИЯ';'ЦЕНА';'СЕБЕСТОИМОСТЬ';'СТАТУС'
'2157027';'Почти знаменит';'Коламбиа Пикчерз';'2000';'Кемерон Кроу';'Кемерон Кроу';'';'«18+» запрещено для детей';'Художественный';'США';'Видео';'442.0';'341.0';'o'
'2157028';'Открытое окно.';'Кард Интертейнмент, Имэйдж Интертейнмент';'2006';'Миа Голдмен';'Миа Голдмен';'';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'480.0';'369.0';'o'
'2157029';'Открытый простор';'Тачстоун Пикчерз, Кобальт Пикчерз, Бикон Пикчерз, Тиг Продакшнз';'2003';'Кевин Костнер';'Лоран Пэйн, Крейг Сторпер';'Джеймс М.Муро';'«18+» запрещено для детей';'Художественный';'США';'Кино';'748.0';'624.0';'e'
'2157030';'Особо важное задание';'Киностудия "Мосфильм"';'1980';'Е.Матвеев';'Б.Добродеев, П.Попогребский';'И.Черных';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'690.0';'531.0';'e'
'2157031';'Особо опасен';'Юниверсал Пикчерз, Кикстарт Продакшнз, Марк Платт Продакшнз, Рилейтивити Медиа, Спайгласс Интертейнмент, Стилкин Филмз, Топ Кау Продакшнз';'2008';'Тимур Бекмамбетов';'Майкл Брандт, Крис Морган, Дерек Хаас';'Митчелл Амундсен';'«18+» запрещено для детей';'Художественный';'США';'Кино';'546.0';'390.0';'o'
'2157032';'Особо опасен';'Юниверсал Пикчерз, Кикстарт Продакшнз, Марк Платт Продакшнз, Рилейтивити Медиа, Спайгласс Интертейнмент, Стилкин Филмз, Топ Кау Продакшнз';'2008';'Тимур Бекмамбетов';'Майкл Брандт, Крис Морган, Дерек Хаас';'Митчелл Амундсен';'«18+» запрещено для детей';'Художественный';'США';'Кино';'690.0';'575.0';'e'
'2157033';'Особо опасен';'Юниверсал Пикчерз, Кикстарт Продакшнз, Марк Платт Продакшнз, Рилейтивити Медиа, Спайгласс Интертейнмент, Стилкин Филмз, Топ Кау Продакшнз';'2008';'Тимур Бекмамбетов';'Майкл Брандт, Крис Морган, Дерек Хаас';'Митчелл Амундсен';'«18+» запрещено для детей';'Художественный';'США';'Кино';'528.0';'440.0';'o'
'2157034';'Поющее звенящее деревце';'Киностудия "ДЕФА"';'1957';'Ф.Стефани';'';'';'Для любой зрительской аудитории';'Художественный';'ГДР';'Видео';'380.0';'271.0';'e'
'2157035';'Остановился поезд';'Киностудия "Мосфильм"';'1982';'В.Абдрашитов';'А.Миндадзе';'Ю.Невский';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'680.0';'486.0';'e'
'2157036';'Любовь и голуби';'Киностудия "Мосфильм"';'1984';'В.Меньшов';'В.Гуркин';'Ю.Невский';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'540.0';'450.0';'o'
'2157037';'Любовь и сигареты';'Юнайтед Артистс, Грин Стрит Филмз, Айкон Интертейнмент Интернэшнл';'2005';'Джон Туртурро';'Джон Туртурро';'Том Стерн';'«18+» запрещено для детей';'Художественный';'США';'Кино';'372.0';'286.0';'o'
'2157038';'Маленькая черная книжка';'Революшн Студиос, Блу Стар Пикчерз';'2004';'Ник Харран';'Мелисса Картер, Элиза Бэлл';'Тэо Ван Де Санде';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'400.0';'286.0';'e'
'2157039';'От заката до рассвета';'Мирамакс';'1995';'Роберт Родригес';'Квентин Тарантино';'';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'352.0';'252.0';'e'
'2157040';'Отпетые мошенники.';'Пульсар Продюксьон, ТФ1 Фильм';'2008';'Эрик Беснард';'Эрик Беснард';'Жиль Анри';'«18+» запрещено для детей';'Художественный';'Франция';'Кино';'530.0';'379.0';'o'
'2157041';'Отпуск без конца';'Синестезиа Продакшнз';'1980';'Джим Джармуш';'Джим Джармуш';'';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'684.0';'488.4';'o'
'2157042';'Отпуск за свой счет';'Киностудия "Мосфильм", Телевидение ВНР';'1981';'В.Титов';'В.Азерников, А.Полгар';'Ф.Марияши';'«12+» для детей старше 12 лет';'Художественный';'СССР|Венгрия';'Кино';'732.55';'523.25';'o'
'2157043';'Маньчжурский вариант';'"Казахфильм"';'1989';'А.Ашимов';'А.Ашимов, И.Вовнянко';'М.Тохтабакиев';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Видео';'530.0';'408.0';'o'
'2157044';'Марафонец';'Парамаунт Пикчерз';'1976';'Джон Шлезингер';'Уильям Голдман';'';'Зрителям, достигшим 16 лет';'Художественный';'США';'Видео';'671.0';'480.0';'e'
'2157045';'Превосходство Борна /По одноименной новелле Роберта Ладлэма/';'Кеннеди/Маршал Компани, Юниверсал Пикчерз, Гипнотик, Калима Продакшнз, Лудлум Интертейнмент';'2004';'Пол Грингросс';'Тони Гилрой';'Оливер Вуд';'«16+» для детей старше 16 лет';'Художественный';'США';'Кино';'793.0';'660.0';'o'
'2157046';'Ответный ход';'Киностудия "Мосфильм"';'1981';'М.Туманишвили';'Е.Месяцев';'Б.Бондаренко';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'462.0';'329.7';'o'
'2157047';'Отдаленные последствия';'ООО "Фильм Стрим Продакшн"';'2008';'А.Копейкин';'В.Азерников';'А.Кальницкий';'«12+» для детей старше 12 лет';'Художественный';'Украина';'Видео';'832.0';'693.0';'e'
'2157048';'Малышка на миллион /По мотивам рассказов Ф.Х.Тула из сборника "Клейма от канатов"/';'Уорнер Бразерс, Лейкшор Интертейнмент, Малпасо Продакшнз, Альберт С.Рудди Продакшнз';'2004';'Клинт Иствуд';'Ф.Х.Тул, Пол Хаггис';'Том Стерн';'«16+» для детей старше 16 лет';'Художественный';'США';'Кино';'580.0';'414.0';'o'
'2157049';'Преданный садовник';'Потбойлер Продакшнз, Эпсилон Моушн Пикчерз, Скайон Филмз Лимитед, ЮК Филм Каунсил';'2005';'Фернанду Мейрелльеш';'Джеффри Кейн';'Сезар Шарлон';'Зрителям, достигшим 14 лет';'Художественный';'Германия|Великобритания';'Кино';'560.0';'467.0';'o'
'2157050';'Отель /По мотивам пьесы Джона Уэбстера/';'Кэтлей, Отель Продакшнс, Мунстоун Интертейнмент, Рэд Маллет Продакшнс';'2001';'Майк Фиггис';'Майк Фиггис';'Патрик Стюарт';'Зрителям, достигшим 18 лет';'Художественный';'Великобритания|Италия';'Кино';'408.0';'292.0';'o'
'2157051';'Председатель';'Киностудия "Мосфильм"';'1964';'А.Салтыков';'Ю.Нагибин';'В.Николаев';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'490.0';'377.0';'e'
'2157052';'Осенний марафон';'Киностудия "Мосфильм"';'1979';'Г.Данелия';'А.Володин';'С.Вронский';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'649.0';'541.0';'o'
'2157053';'Осенняя соната';'Персона Филм, Свенск Фильминдастри, Фильмедис, Инкорпорейтед Телевижн Компэни, Суеде Фильм';'1978';'Ингмар Бергман';'Игмар Бергман';'';'«16+» для детей старше 16 лет';'Художественный';'Франция|Германия|Швеция';'Видео';'350.0';'292.0';'e'
'2157054';'Осенняя соната';'Персона Филм, Свенск Фильминдастри, Фильмедис, Инкорпорейтед Телевижн Компэни, Суеде Фильм';'1978';'Ингмар Бергман';'Игмар Бергман';'';'«16+» для детей старше 16 лет';'Художественный';'Франция|Германия|Швеция';'Видео';'546.0';'455.0';'o'
'2157055';'Осень';'Киностудия "Мосфильм"';'1974';'А.Смирнов';'А.Смирнов';'А.Княжинский';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'610.0';'469.0';'e'
'2157056';'Неподдающиеся';'Киностудия "Мосфильм"';'1959';'Ю.Чулюкин';'Т.Сытина';'К.Бровин';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'680.0';'567.0';'e'
'2157057';'Неподсуден';'Киностудия "Мосфильм"';'1969';'В.Краснопольский, В.Усков';'К.Исаев';'П.Емельянов';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'320.0';'229.0';'o'
'2157058';'Осмозис Джонс';'Уорнер Бразерс';'2001';'Питер Феррелли, Бобби Феррелли';'Марк Хаймэн';'Марк Ирвин';'Зрителям, достигшим 14 лет';'Художественный';'США';'Видео';'533.0';'410.0';'e'
'2157059';'Невиновный';'Тачстоун Пикчерз, Буена Виста Интернэшнл';'1989';'Питер Йейтс';'Ларри Броверс';'';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'499.2';'384.0';'o'
'2157060';'Малена.';'Медуза Фильм, Дименшн Филмс, Мирамакс';'2000';'Джузеппе Торнаторе';'Джузеппе Торнаторе';'Лайос Колтай';'«12+» для детей старше 12 лет';'Художественный';'Италия|США';'Видео';'407.0';'339.0';'e'
'2157061';'Нежная кожа';'Ле Фильм дю Карросс, Седиф С.А., Симар Фильм';'1964';'Франсуа Трюффо';'Франсуа Трюффо, Жан-Луи Ришар';'Рауль Кутар';'Зрителям, достигшим 16 лет';'Художественный';'Франция';'Видео';'440.0';'314.0';'o'
'2157062';'Незабываемый 1919-й год';'Киностудия "Мосфильм"';'1951';'М.Чиаурели';'А.Филимонов,  М.Чиаурели, В.Вишневский';'В.Николаев, Л.Косматов';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'715.0';'596.0';'o'
'2157063';'Незаконченная жизнь';'Инишиэл Интертейнмент Групп, Мирамакс Филмз, Персистент Интертейнмент, Революшн Студиос, Зе Лэдд Компани';'2005';'Лассе Халлстрем';'Марк Спрагг, Вирджиния Корас Спрагг';'Оливер Стэплтон';'Детям до 12 лет просмотр фильма разрешен в сопровождении родителей';'Художественный';'США';'Кино';'663.0';'473.0';'o'
'2157064';'Незваные.';'Голд Спринг Пикчерз, ДВБС Продакшнз, ДримУоркс СКГ, МакДоналд/Паркс, Монтесито Пикчер Компани, Вертиго Интертейнмент';'2009';'Чарльз Гуард, Томас Гуард';'Грэг Розенберг, Даг Миро, Карло Бернард';'Дэн Лэндин';'Зрителям, достигшим 16 лет';'Художественный';'США';'Видео';'480.0';'400.0';'e'
'2157065';'Приготовьте ваши носовые платки';'Белга Фильм, Ле Фильм Ариан, С.А.Р.А.С';'1978';'Бертран Блие';'Бертран Блие';'';'«18+» запрещено для детей';'Художественный';'Франция|Бельгия';'Видео';'715.0';'595.0';'o'
'2157066';'Операция "Ы" и другие приключения Шурика';'Киностудия "Мосфильм"';'1965';'Л.Гайдай';'Я.Костюковский, М.Слободской, Л.Гайдай';'К.Бровин';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'640.0';'457.0';'e'
'2157067';'Неизвестные страницы из жизни разведчика';'Киностудия "Мосфильм"';'1990';'В.Чеботарев';'А.Усов';'Н.Олоновский';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'680.0';'567.0';'e'
'2157068';'Неисправимый лгун';'Киностудия "Мосфильм"';'1973';'В.Азаров';'М.Слободской, Я.Костюковский';'М.Дятлов';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'690.0';'575.0';'o'
'2157069';'Определитель';'Ласкаукс Пикчерз';'2005';'Маркус Штерн';'Майкл Расмуссен, Шон Расмуссен, Гленн Купер';'';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'429.0';'358.0';'o'
'2157070';'Призрак замка Моррисвиль';'Фильмове Студио Баррандов';'1966';'Боривой Земан';'Франтишек Влчек, Боривой Земан';'';'«12+» для детей старше 12 лет';'Художественный';'Чехословакия';'Кино';'533.0';'445.0';'o'
'2157071';'Неприкасаемые';'Парамаунт Пикчерз';'1987';'Брайан Де Пальма';'Дэвид Мэмет';'';'Зрителям, достигшим 16 лет';'Художественный';'США';'Видео';'360.0';'300.0';'e'
'2157072';'Непристойное предложение /по произведению Джека Энджелхарда/';'Парамаунт Пикчерз';'1993';'Эйдриан Лайн';'Эйми Хоулден Джонс';'';'Зрителям, достигшим 16 лет';'Художественный';'США';'Видео';'320.0';'229.0';'e'
'2157073';'Неразгаданное';'Интермедия Филмз, Лейкшор Интертейнмент';'2005';'Мейерт Эйвис';'Джон Галт';'Дэнни Хэйл';'Детям до 12 лет просмотр фильма разрешен в сопровождении родителей';'Художественный';'Германия|США';'Видео';'429.0';'307.0';'e'
'2157074';'Приключения голубого рыцаря';'Киностудия мультипликационных фильмов';'1985';'Л.Маршалек';'Л.Маршалек, Л.Мех';'';'Для любой зрительской аудитории';'Анимационный';'Польша';'Видео';'470.0';'392.0';'e'
'2157075';'Орел приземлился /По роману Джека Хиггинса/';'Ассошиэйтед Дженерал Филмз, Ай Ти Си Филмз';'1976';'Джон Стерджес';'Том Манкиевич';'';'«12+» для детей старше 12 лет';'Художественный';'Великобритания';'Видео';'540.0';'386.0';'o'
'2157076';'Оружейный барон';'Вэ И Пэ Медиенфондс 3, Асендант Пикчерз, Сатурн Филмз, Райзинг Стар, Эндгейм Интертейнмент, Интертейнмент Мэньюфэкчуринг Компани, Рилайз Филм';'2005';'Эндрю Никкол';'Эндрю Никкол';'Амир Мокри';'«18+» запрещено для детей';'Художественный';'США|Франция|Турция';'Кино';'410.0';'315.0';'o'
'2157077';'Мастера ужаса 2. Дитя демона';'Старс Продакшнз, Индастри Интертейнмент, Найс Гай Продакшнз';'2006';'Джон Карпентер';'Дрю Маквини, Скотт Свон';'';'«18+» запрещено для детей';'Художественный';'США|Канада';'Видео';'771.65';'552.0';'o'
'2157078';'Мастера ужаса 2. Звуки';'Старс Продакшнз, Индастри Интертейнмент, Найс Гай Продакшнз';'2006';'Брэд Андерсон';'Эндрю Коэн';'';'«18+» запрещено для детей';'Художественный';'США|Канада';'Видео';'680.0';'486.0';'o'
'2157079';'Мастера ужаса 2. Право на смерть';'Старс Продакшнз, Индастри Интертейнмент, Найс Гай Продакшнз';'2007';'Роб Шмидт';'Эндрю Коэн';'';'«18+» запрещено для детей';'Художественный';'США|Канада';'Видео';'630.0';'450.0';'e'
'2157080';'Мастера ужаса 2. Семья';'Старс Продакшнз, Индастри Интертейнмент, Найс Гай Продакшнз';'2006';'Джон Лэндис';'Марк Л.Левин';'';'«18+» запрещено для детей';'Художественный';'США|Канада';'Видео';'690.0';'493.0';'o'
'2157081';'Мастера ужаса 2. Слово на букву "В"';'Старс Продакшнз, Индастри Интертейнмент, Найс Гай Продакшнз';'2006';'Эрнест Р.Дикерсон';'Маршалл Харви';'';'«18+» запрещено для детей';'Художественный';'США|Канада';'Видео';'580.0';'414.0';'o'
'2157082';'Очень дикие штучки';'Инициал Интертейнмент груп, Интерскоуп Коммьюникейшнз, Полиграм Филмд Интертейнмент';'1998';'Питер Берг';'Питер Берг';'';'«18+» запрещено для детей';'Художественный';'США';'Видео';'540.0';'386.0';'o'
'2157083';'Пираты Тихого океана';'Бухарест, Технисонор, Теле-Мюнхен';'1978';'Николае Коржос';'Франчиск Мутяну';'';'Для любой зрительской аудитории';'Художественный';'Румыния|Франция|ФРГ';'Видео';'420.0';'349.65000000000003';'o'
'2157084';'Парижские тайны.';'Ля Продюксьон Артистик Синематографик, Дэ Эм Чинематографика';'1962';'Андре Юнебелль';'Пьер Фуко, Диего Фаббри, Жан Ален';'Марсель Гриньон';'«6+» для детей старше шести лет';'Художественный';'Франция|Италия';'Видео';'396.0';'283.0';'o'
'2157085';'Патруль времени';'Юниверсал Сити Студиос, Инк., Ларго Интертейнмент, Интермедиа Филмз';'1994';'Питер Хайэмс';'Марк Верхейден, Майк Ричардсон';'Питер Хайэмс';'«18+» запрещено для детей';'Художественный';'США|Япония';'Видео';'926.25';'772.5';'o'
'2157086';'Охота';'Эллиас Керехета Синематографикас';'1966';'Карлос Саура';'Анхело Фонс, Карлос Саура';'Луис Куадрадо';'Зрителям, достигшим 18 лет';'Художественный';'Испания';'Видео';'605.0';'432.3';'o'
'2157087';'Охота за Красным Октябрем /По роману Тома Клэнси/';'Парамаунт Пикчерз';'1990';'Джон МакТирнан';'Лэрри Фергюсон';'';'Зрителям, достигшим 16 лет';'Художественный';'США';'Видео';'495.0';'353.0';'o'
'2157088';'Папаши._';'Дэ Дэ Продюксьон, Э Эф Вэ Е, Фиделин Фильм';'1983';'Франсис Вебер';'Франсис Вебер';'Клод Агостини';'Детям до 12 лет просмотр фильма разрешен в сопровождении родителей';'Художественный';'Франция';'Видео';'470.0';'362.0';'o'
'2157089';'Пикник у висячей скалы';'Аустралиан Филм Комишн';'1975';'Питер Уир';'Клифф Грин, Джоан Линдси';'';'«16+» для детей старше 16 лет';'Художественный';'Австралия';'Видео';'340.0';'262.0';'o'
'2157090';'Петля Ориона';'Одесская киностудия';'1980';'В.Левин';'А.Леонов, В.Селиванов';'В.Авлошенко, Э.Губский, Ю.Лемешев';'«0+» для любой зрительской аудитории';'Художественный';'СССР';'Видео';'360.0';'257.0';'o'
'2157091';'Отставной козы барабанщик';'Киностудия "Мосфильм"';'1981';'Г.Мыльников';'В.Мережко';'В.Фридкин';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'552.0';'395.0';'o'
'2157092';'Плохие парни';'Коламбиа Тристар';'1995';'Майкл Бэй';'Джон МакНелли';'';'«18+» запрещено для детей';'Художественный';'США';'Видео';'575.0';'478.75';'o'
'2157093';'Паршивая овца';'Лайв Сток Филмз, Нью Зиланд Филм Комишн';'2006';'Джонатан Кинг';'Джонатан Кинг';'Ричард блук';'«18+» запрещено для детей';'Художественный';'Новая Зеландия';'Кино';'470.0';'336.0';'o'
'2157094';'Песни родной стороны';'Киностудия "Мосфильм"';'1953';'А.Фролов';'А.Фролов';'В.Масленников, В.Захаров';'«0+» для любой зрительской аудитории';'Художественный';'СССР';'Видео';'560.0';'467.0';'o'
'2157095';'Пиноккио';'Уолт Дисней Пикчерз';'1940';'Джек Кинней, Гамильтон Ласки, Норманн Фергюсон,  Бен Шарпстин';'Аурелинда Баталья, Эрдман Пеннер';'';'Для любой зрительской аудитории';'Анимационный';'США';'Видео';'572.0';'408.0';'o'
'2157096';'Отсчет утопленников';'Филм Фо Интернэшнл, Эллартс Продакшн, Эльзевье Вендекс Фильм, Врейзинниг Протестансе Радио Омруп, Стимюлерингсфондс Нидерландсе Кюлтюреле Омруппродюктис';'1988';'Питер Гринуэй';'Питер Гринуэй';'Саша Вьерни';'«18+» запрещено для детей';'Художественный';'Великобритания|Нидерланды';'Видео';'684.0';'488.0';'o'
'2157097';'Охота на зверя';'Салон Филмз, Милленниум Филмз';'2003';'Чинг Сью Тунг';'Джеймс Таунсент';'';'«18+» запрещено для детей';'Художественный';'США|Канада|Великобритания|Гонконг';'Видео';'390.0';'279.0';'o'
'2157098';'Плюмбум, или Опасная игра';'Киностудия "Мосфильм"';'1986';'В.Абдрашитов';'А.Миндадзе';'Г.Рерберг';'«16+» для детей старше 16 лет';'Художественный';'СССР';'Кино';'704.0';'503.0';'o'
'2157099';'Первое свидание';'Киностудия "Мосфильм"';'1960';'И.Бабич';'Т.Сытина';'А.Эгина';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'470.0';'362.0';'o'
'2157100';'Охота на лис.';'Киностудия "Мосфильм"';'1980';'В.Абдрашитов';'А.Миндадзе';'Ю.Невский';'«12+» для детей старше 12 лет';'Художественный';'СССР';'Кино';'392.15';'326.59999999999997';'o'
'2157101';'Пиноккио /По повести Карло Коллоди "Приключения Пиноккио"/.';'Уолт Дисней Пикчерз';'1940';'Гамильтон Ласки, Бен Шарпстин';'Эрдман Пеннер, Аурелиус Батталья, Уильям Коттрелл, Отто Энглендер';'';'«0+» для любой зрительской аудитории';'Анимационный';'США';'Видео';'768.0';'590.0';'o'
'2157102';'Пиноккио 3000';'Синегруп, Анимакидс-Франс 2 Синема/Кастелао Продюксьон, Филмакс';'2004';'Даниэль Робишо';'Клод Скассо';'';'Для любой зрительской аудитории';'Анимационный';'Канада|Франция|Испания';'Кино';'583.0';'486.20000000000005';'o'
'2157103';'Перелом';'Уорнер Бразерс, Нью Лайн Синема, Касл Рок Интертейнмент';'2007';'Грегори Хоблит';'Гленн Герс, Дэниэл Пайн';'Крамер Моргено';'«18+» запрещено для детей';'Художественный';'США|Германия';'Кино';'648.0';'498.0';'e'
'2157104';'Питер Пэн.';'Уолт Дисней Пикчерз, ЭрКейОу Рэдио Пикчерз';'1953';'Клайд Джероними, Уилфред Джексон, Гамильтон Ласки';'Милт Банта, Билл Котрелл';'';'«0+» для любой зрительской аудитории';'Анимационный';'США';'Видео';'620.0';'443.0';'o'
'2157105';'Пленники небес /По книге Джеймса Ли Бэрка/';'Савой Пикчерз, Рэнк Филм Продакшн, Карлтон Интернэшнл, Радди Морган Продакшнз, Нью Лайн Синема, Радди Морген';'1996';'Фил Жоану';'Харли Пейтон, Сидди Фрэнк';'';'«16+» для детей старше 16 лет';'Художественный';'США|Великобритания';'Видео';'630.0';'525.0';'o'
'2157106';'Мишка-Мохнатик (мультипликационный сериал)';'Студия рисованных фильмов Бельска-Бяла';'1971-1973';'Станислав Дюльц, Бронислав Земан, Владислав Негребецки, Юзеф Чвертня';'';'';'«0+» для любой зрительской аудитории';'Анимационный';'Польша';'Видео';'660.0';'471.0';'e'
'2157107';'Мисс Поттер';'Феникс Пикчерз, Дэвид Киршнер Продакшнз, Айл оф Мэн Филм Коммишн, Ю Кей Филм Каунсил, Ванштейн Компани, Метро Голдвин Майер';'2006';'Крис Нунан';'Ричард Мальтби';'Андрей Дун';'«12+» для детей старше 12 лет';'Художественный';'США|Великобритания';'Кино';'539.0';'449.0';'e'
'2157108';'Микки: Однажды под Рождество';'Уолт Дисней Пикчерз';'1999';'Джун  Фалкенштейн, Брэдли Реймонд, Билл Спирс, Тоби Шелтон';'Чарли Коен';'';'«0+» для любой зрительской аудитории';'Анимационный';'США';'Видео';'455.0';'350.0';'o'
'2157109';'План игры';'Уолт Дисней Пикчерз, Мэйхем Пикчерз, Манки данс Продакшнз';'2007';'Энди Фикман';'Николь Миллард, Кэтлин Прайс';'';'«12+» для детей старше 12 лет';'Художественный';'США';'Видео';'845.0';'705.0';'e'
'2157110';'Парк Юрского периода';'Юниверсал Сити Студиос Инк.';'1993';'Стивен Спилберг';'Майкл Крайтон';'';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'637.0';'490.0';'e'
'2157111';'Миссис Хендерсон представляет';'БиБиСи Филмз, Фьючер Филмз, Хейман-Хоскинс Продакшнз, Микро Фьюжн, Патэ Пикчерз Интернэшнл';'2005';'Стивен Фрирз';'Мартин Шерман';'Эндрю Данн';'Зрителям, достигшим 14 лет';'Художественный';'Великобритания';'Кино';'610.0';'508.0';'o'
'2157112';'Муза';'Октоубер Филмз, Гуд Машин';'1999';'Альберт Брукс';'Альберт Брукс, Моника Джонсон';'Томас Э.Экерман';'«16+» для детей старше 16 лет';'Художественный';'США';'Видео';'480.0';'400.0';'o'
'2157113';'Молодой мастер';'Голден Харвест Компани, Леонард Хо Компани';'1980';'Джеки Чан';'Джеки Чан, Тин-Чи Лау';'Чин-Чу Чэнь';'«12+» для детей старше 12 лет';'Художественный';'Гонконг';'Видео';'858.0';'612.0';'o'
'2157114';'Меч в камне';'Уолт Дисней Пикчерз';'1963';'Вольфганг Райтерман, Доналд Холиди';'Билл Пит';'';'«0+» для любой зрительской аудитории';'Анимационный';'США';'Видео';'340.0';'262.0';'o'
'2157115';'Планета КА-ПЭКС /По мотивам романа Джин Бруэр/';'Интермедиа Филмз, Юниверсал Пикчерз, Лоуренс Гордон Продакшнз';'2001';'Йэн Софтли';'Чарльз Ливитт';'Джон Мэтисон';'«12+» для детей старше 12 лет';'Художественный';'США|Германия';'Кино';'648.0';'463.0';'o'
'2157116';'Мистер 3000';'Дайменшнс Филмз, Тачстоун Пикчерз';'2004';'Чарльз Стоун III';'Кейт Митчел, Эрик Чампнелла';'';'«12+» для детей старше 12 лет';'Художественный';'США';'Видео';'528.0';'440.0';'o'
'2157117';'Персона';'Свенс Фильминдастри';'1966';'Ингмар Бергман';'Ингмар Бергман';'';'«16+» для детей старше 16 лет';'Художественный';'Швеция';'Видео';'806.0';'620.0';'e'
'2157118';'Персона';'Свенс Фильминдастри';'1966';'Ингмар Бергман';'Ингмар Бергман';'';'«16+» для детей старше 16 лет';'Художественный';'Швеция';'Видео';'624.0';'480.0';'e'
'2157119';'Молчание';'Свенск Филминдастри';'1963';'Ингмар Бергман';'Ингмар Бергман';'Свен Нюквист';'«18+» запрещено для детей';'Художественный';'Швеция';'Видео';'380.0';'271.0';'o'
'2157120';'Молчание';'Свенск Филминдастри';'1963';'Ингмар Бергман';'Ингмар Бергман';'Свен Нюквист';'«18+» запрещено для детей';'Художественный';'Швеция';'Видео';'390.0';'279.0';'e'
'2157121';'Молчи в тряпочку';'Саммит Интертейнмент, Айл оф Мэн Филм, Эйзур Филмз, Таск Продакшнз';'2005';'Найл Джонсон';'Найл Джонсон, Ричард Руссо';'Гейвин Финней';'«18+» запрещено для детей';'Художественный';'Великобритания';'Кино';'300.0';'250.0';'o'
'2157122';'Молчун.';'Аврора Продакшн';'2007';'С.Сотниченко';'В.Еремин';'Ю.Король';'«16+» для детей старше 16 лет';'Художественный';'Украина';'Видео';'610.0';'508.0';'o'
'2157123';'Миротворец';'Дримуоркс Пикчерз';'1997';'Мими Ледер';'Микаэль Шиффер';'';'Зрителям, достигшим 16 лет';'Художественный';'США';'Видео';'600.0';'429.0';'o'
'2157124';'Мужики!..';'Киностудия "Мосфильм"';'1981';'И.Бабич';'И.Бабич, В.Михайлов';'С.Зайцев';'«6+» для детей старше шести лет';'Художественный';'СССР';'Кино';'300.0';'250.0';'o'
'2157125';'Мечтатель';'Дрим Уоркс Пикчерз, Гайд Парк Интертейнмент, Толин/Роббинс Продакшнз, Хант Лоури Продакшнз';'2005';'Джон Гатинс';'Джон Гатинс';'Фред Мёрфи';'Для любой зрительской аудитории';'Художественный';'США';'Видео';'660.0';'550.0';'o'
'2157126';'Мой принц';'Фильм Ю Эй, Продакшн УА';'2006';'Г.Кувивчак-Сахно';'Ю.Чернявская';'А.Сахно';'«16+» для детей старше 16 лет';'Художественный';'Украина';'Видео';'440.0';'367.0';'o'
'2157127';'Мертвец';'Пандора Филмпродуцион, Джи Ви Си Интертейнмент Нетуоркс, Ньюмаркет Кэпитал Групп, Твелв Гаудж Продакшнз';'1995';'Джим Джармуш';'Джим Джармуш';'';'«18+» запрещено для детей';'Художественный';'США|Германия|Япония';'Видео';'600.0';'500.0';'o'
'2157128';'Аладдин_';'Уолт Дисней Пикчерз';'1992';'Рон Клементс, Джон Маскер';'';'';'«0+» для любой зрительской аудитории';'Анимационный';'США';'Видео';'600.6';'429.00000000000006';'o'
'2157129';'1000 мест, которые стоит посетить. Австралия';'Бай Стоун энд Компани Интертейнмент для Трэвел Ченнэл';'2006';'Кэйси Брумелс';'';'';'Для любой зрительской аудитории';'Научно-популярный';'США';'Видео';'832.0';'594.0';'e'
'2157130';'200 сигарет';'Догстар Филмз, Лэйкшор Интертейнмент, Эм Ти Ви Филмз, Парамаунт Пикчерз';'1999';'Риса Брэймон Гарсиа';'Шэна Ларсен';'';'«18+» запрещено для детей';'Художественный';'США';'Видео';'528.0';'440.0';'o'
'2157131';'Автомобиль, скрипка и собака Клякса';'Киностудия "Мосфильм"';'1974';'Р.Быков';'А.Ахундова';'М.Ардабьевский';'«0+» для любой зрительской аудитории';'Художественный';'СССР';'Кино';'320.0';'267.0';'o'
